Name,MAC Address,MAC Address.1,Operating System,IP Address,Serial number,Chassis type,x,Unnamed: 8,DNS Domain,Most recent discovery,Most frequent logged in user,Asset,Product instance identifier,Operational status
ConceptAppDecisionDEV,,,,,,,,,,2024-07-20 16:18:35,,,,Operational
ConceptAppDecisionTest,,,,,,,,,,2024-06-30 20:00:48,,,,Operational
ConceptAppDecisionTest,,,,,,,,,,2025-04-13 15:01:51,,,,Operational
conceptDev,,,,,,,,,,2024-06-30 20:00:48,,,,Operational
conceptDev,,,,,,,,,,2025-04-13 15:01:51,,,,Operational
conceptProd,,,,,,,,,,2025-02-23 15:37:56,,,,Operational
conceptProd,,,,,,,,,,2025-02-16 15:43:17,,,,Operational
conceptProd,,,,,,,,,,2024-07-20 16:18:56,,,,Operational
conceptProd,,,,,,,,,,2024-11-09 17:48:11,,,,Operational
conceptStgDev,,,,,,,,,,2025-04-13 15:01:51,,,,Operational
conceptStgDev,,,,,,,,,,2024-06-30 20:00:48,,,,Operational
conceptStgProd,,,,,,,,,,2025-02-16 15:43:17,,,,Operational
conceptStgProd,,,,,,,,,,2024-07-20 16:18:56,,,,Operational
conceptStgProd,,,,,,,,,,2024-11-09 17:48:11,,,,Operational
conceptStgProd,,,,,,,,,,2025-02-23 15:37:56,,,,Operational
conceptStgTest,,,,,,,,,,2025-04-13 15:01:51,,,,Operational
conceptStgTest,,,,,,,,,,2024-06-30 20:00:48,,,,Operational
conceptTest,,,,,,,,,,2025-04-13 15:01:51,,,,Operational
conceptTest,,,,,,,,,,2024-06-30 20:00:48,,,,Operational
Concur,,,,,,,,,,2025-04-05 10:36:40,,,,Operational
ConcurInterface,,,,,,,,,,2025-03-29 11:10:50,,,,Operational
ConcurInterface,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
Concur_Prod,,,,,,,,,,2025-04-05 10:37:44,,,,Operational
Concur_Share,,,,,,,,,,2025-04-12 11:55:21,,,,Operational
Concur_Test,,,,,,,,,,2025-04-05 10:53:21,,,,Operational
ConfigDB,,,,,,,,,,2025-03-30 15:35:20,,,,Operational
ConfigDB,,,,,,,,,,2025-04-14 07:13:58,,,,Operational
ConfigDB,,,,,,,,,,2025-04-14 07:13:59,,,,Operational
ConfigurableWF_PD,,,,,,,,,,2025-04-14 07:21:54,,,,Operational
Configurations,,,,,,,,,,2024-07-20 15:40:26,,,,Operational
Configurations,,,,,,,,,,2025-01-18 14:02:02,,,,Operational
Configurations,,,,,,,,,,2024-07-20 13:26:32,,,,Operational
Configurations,,,,,,,,,,2024-07-20 13:13:35,,,,Operational
Configurations,,,,,,,,,,2024-07-20 13:23:01,,,,Operational
confluence,,,,,,,,,,2025-04-05 10:40:25,,,,Operational
confluence,,,,,,,,,,2025-03-29 10:43:09,,,,Operational
confluence-prod,,,,,,,,,,2025-04-12 10:23:18,,,,Operational
confluence-test,,,,,,,,,,2025-04-12 10:23:18,,,,Operational
confluence-test,,,,,,,,,,2025-04-13 15:23:00,,,,Operational
ConnectorAuthSvc,,,,10.233.2.21,,,,,,2024-12-19 01:23:11,,,,Operational
ConnectorAuthSvc/,,,,,,,,,,2024-12-19 01:23:11,,,,Operational
ConstructionModernizationHandheldServer,,,,,,,,,,2025-04-13 15:06:29,,,,Operational
ConstructionModernizationHandHeldServer,,,,,,,,,,2024-07-20 20:34:44,,,,Operational
ConstructionModernizationHandHeldServer,,,,,,,,,,2025-04-12 12:13:18,,,,Operational
ConstructionModernizationHandheldServer,,,,,,,,,,2025-04-13 15:09:33,,,,Operational
ConstructionModernizationHandHeldServer,,,,,,,,,,2025-03-15 11:17:08,,,,Operational
ConsultasSQL,,,,172.25.224.114,,,,,,2025-03-29 10:58:35,,,,Operational
ConsultasSQL/,,,,,,,,,,2025-03-29 10:58:35,,,,Operational
ConsultasSQL_Val,,,,172.25.224.114,,,,,,2025-03-29 10:58:35,,,,Operational
ConsultasSQL_Val/,,,,,,,,,,2025-03-29 10:58:35,,,,Operational
consultaweb,,,,,,,,,,2025-04-12 11:49:15,,,,Operational
consul_agent@ousfea05,,,,,,,,,,2025-04-12 11:04:29,,,,Operational
CONTA,,,,,,,,,,2024-09-28 11:15:45,,,,Operational
CONTA,,,,,,,,,,2024-09-28 11:09:23,,,,Operational
CONTA0001,,,,,,,,,,2024-09-28 11:09:23,,,,Operational
CONTA0001,,,,,,,,,,2024-09-28 11:15:45,,,,Operational
CONTA00012018,,,,,,,,,,2024-09-28 11:09:23,,,,Operational
CONTA00012018,,,,,,,,,,2024-09-28 11:15:45,,,,Operational
CONTA00012019,,,,,,,,,,2024-09-28 11:09:23,,,,Operational
CONTA00012019,,,,,,,,,,2024-09-28 11:15:45,,,,Operational
CONTA00012020,,,,,,,,,,2024-09-28 11:09:23,,,,Operational
CONTA00012020,,,,,,,,,,2024-09-28 11:15:45,,,,Operational
ContactMS,,,,172.28.220.250,,,,,,2025-04-12 11:19:11,,,,Operational
ContactMS/,,,,,,,,,,2025-04-12 11:19:11,,,,Operational
ContactMS/NE,,,,,,,,,,2025-04-12 11:19:11,,,,Operational
ContactMS/SVC,,,,,,,,,,2025-04-12 11:19:11,,,,Operational
Contencioso,,,,,,,,,,2025-04-13 15:04:21,,,,Operational
ContentDB_MBInvEmailBounceBackQueue,,,,,,,,,,2025-04-12 17:23:53,,,,Operational
ContentDB_MBInvEmailBounceBackQueue,,,,,,,,,,2025-04-12 17:23:40,,,,Operational
ContentDB_MBInvEmailBounceBackQueue,,,,,,,,,,2025-04-12 15:50:38,,,,Operational
ContractCompliance,,,,,,,,,,2025-04-12 12:13:18,,,,Operational
ContractDrawing,,,,172.23.172.48,,,,,,2024-08-17 16:34:45,,,,Operational
ContractDrawing,,,,10.24.132.36,,,,,,2025-03-09 14:50:54,,,,Operational
ContractDrawing,,,,172.23.97.65,,,,,,2025-04-05 16:08:09,,,,Operational
ContractDrawing/,,,,,,,,,,2025-03-09 14:50:54,,,,Operational
ContractDrawing/,,,,,,,,,,2024-08-17 16:34:45,,,,Operational
ContractDrawing/,,,,,,,,,,2025-04-05 16:08:09,,,,Operational
ContractManagement,,,,,,,,,,2024-07-27 23:22:55,,,,Operational
ContractManagement,,,,,,,,,,2025-04-12 23:35:57,,,,Operational
ContractManagement,,,,,,,,,,2025-04-12 23:14:23,,,,Operational
ContractManagement,,,,,,,,,,2025-04-12 23:23:13,,,,Operational
ContractManagement,,,,,,,,,,2025-04-12 23:13:22,,,,Operational
ContractManagement,,,,,,,,,,2025-04-12 15:49:09,,,,Operational
Contratos,,,,,,,,,,2025-04-13 15:04:21,,,,Operational
control,,,,,,,,,,2024-09-27 22:49:36,,,,Operational
Control-LVS,,,,,,,,,,2025-02-09 17:48:54,,,,Operational
ControleDePendencias,,,,172.29.128.70,,,,,,2025-02-22 21:39:57,,,,Operational
ControleDePendencias,,,,172.29.128.40,,,,,,2025-04-12 19:37:03,,,,Operational
ControleDePendencias,,,,172.29.128.40,,,,,,2024-07-06 21:05:57,,,,Operational
ControleDePendencias,,,,172.29.128.24,,,,,,2025-04-05 11:32:04,,,,Operational
ControleDePendencias/,,,,,,,,,,2025-04-05 11:32:04,,,,Operational
ControleDePendencias/,,,,,,,,,,2024-07-06 21:05:58,,,,Operational
ControleDePendencias/,,,,,,,,,,2025-02-22 21:39:57,,,,Operational
ControleDePendencias/,,,,,,,,,,2025-04-12 19:37:03,,,,Operational
CONTROLE_PROD,,,,,,,,,,2025-04-12 11:35:11,,,,Operational
CONTROLE_PROD_DSSI,,,,,,,,,,2025-04-12 11:35:11,,,,Operational
CONTROLE_PROD_DSSI_TEST,,,,,,,,,,2025-04-12 11:35:11,,,,Operational
CONTROLE_PROD_TEST,,,,,,,,,,2025-04-12 11:35:11,,,,Operational
CONTROLE_PROD_TEST_v2,,,,,,,,,,2025-04-12 11:35:11,,,,Operational
convertM4AtoWAV,,,,20.119.0.15,,,,,,2023-10-07 23:46:11,,,,Retired
copyDataToFile,,,,13.75.115.40,,,,,,2025-03-29 21:25:46,,,,Operational
Core.S14-0-SP20.14.0.39432.ConvertSqlToBackup,,,,,,,,,,2024-06-29 20:51:42,,,,Operational
Corp,,,,172.29.128.40,,,,,,2025-04-12 19:37:03,,,,Operational
Corp,,,,172.29.128.24,,,,,,2025-04-05 11:32:04,,,,Operational
Corp,,,,172.29.128.70,,,,,,2025-02-22 21:39:57,,,,Operational
Corp,,,,172.29.128.40,,,,,,2024-07-06 21:05:57,,,,Operational
Corp/,,,,,,,,,,2024-07-06 21:05:58,,,,Operational
Corp/,,,,,,,,,,2025-04-12 19:37:03,,,,Operational
Corp/,,,,,,,,,,2025-02-22 21:39:57,,,,Operational
Corp/,,,,,,,,,,2025-04-05 11:32:04,,,,Operational
Corp/MotoboyMVC,,,,,,,,,,2025-04-05 11:32:04,,,,Operational
cos-cp-serverless-dev,,,,52.191.41.155,,,,,,2025-04-12 09:35:17,,,,Operational
cos-cp-serverless-poc,,,,20.204.197.135,,,,,,2024-12-14 10:34:44,,,,Retired
cos-cps-prod-serverless-apac-neb4zriscauj6,,,,20.6.140.13,,,,,,2025-03-22 21:32:46,,,,Operational
cos-cps-prod-serverless-emea-wstxzq7jsm3ly,,,,68.219.171.77,,,,,,2025-04-12 21:50:00,,,,Operational
cos-cps-prod-serverless-naa-ndhpump4bwaqg,,,,52.191.41.155,,,,,,2025-04-12 21:21:49,,,,Operational
cos-cps-qa-serverless-hotfix,,,,40.112.241.99,,,,,,2025-04-12 09:35:17,,,,Operational
cos-cps-qa-serverless-wwint,,,,52.146.79.163,,,,,,2025-04-12 09:35:17,,,,Operational
cos-cps-qa-serverless-wwtest,,,,52.146.79.163,,,,,,2025-04-12 09:35:17,,,,Operational
cos-cps-stage-serverless-apac-neb4zriscauj6,,,,20.6.140.2,,,,,,2025-03-22 21:32:46,,,,Operational
cos-cps-stage-serverless-emea-wstxzq7jsm3ly,,,,20.61.97.5,,,,,,2025-04-12 21:50:00,,,,Operational
cos-cps-stage-serverless-naa-ndhpump4bwaqg,,,,52.146.79.163,,,,,,2025-04-12 21:21:49,,,,Operational
cos-dev-cps-dev-6brqlrfewnbys,,,,52.146.79.163,,,,,,2024-07-20 09:39:54,,,,Retired
cos-prod-cps-apac-neb4zriscauj6,,,,20.6.140.2,,,,,,2024-05-25 21:32:58,,,,Retired
cos-prod-cps-emea-wstxzq7jsm3ly,,,,20.61.97.5,,,,,,2024-05-18 21:48:53,,,,Retired
cos-prod-cps-naa-ndhpump4bwaqg,,,,52.146.79.163,,,,,,2024-05-25 21:21:38,,,,Retired
cos-qa-cps-emea-dv25dfelalxeo,,,,52.146.79.163,,,,,,2025-04-12 09:35:17,,,,Operational
cos-qa-cps-emea-y6ubim2sp2fu6,,,,52.146.79.171,,,,,,2025-04-12 09:35:17,,,,Operational
cos-qa-cps-hotfix-5eoibifhcsgqw,,,,52.179.73.130,,,,,,2025-04-12 09:35:17,,,,Operational
cos-qa-cps-jhr-gfm6q5j2y3xku,,,,52.191.41.180,,,,,,2024-07-20 09:39:54,,,,Retired
cos-qa-cps-remcity-7gxvihhsogt7o,,,,52.146.79.171,,,,,,2025-04-12 09:35:17,,,,Operational
cos-qa-cps-wwint-5si3xwv7ok3vc,,,,52.146.79.163,,,,,,2025-04-12 09:35:17,,,,Operational
cos-serverless-dev,,,,20.204.197.135,,,,,,2024-12-28 10:35:15,,,,Retired
cos-stage-cps-apac-neb4zriscauj6,,,,20.6.140.2,,,,,,2024-05-25 21:32:58,,,,Retired
cos-stage-cps-emea-wstxzq7jsm3ly,,,,20.61.97.1,,,,,,2024-05-18 21:48:53,,,,Retired
cos-stage-cps-naa-ndhpump4bwaqg,,,,52.146.79.163,,,,,,2024-05-25 21:21:38,,,,Retired
cosmos-ccms-dev-001,,,,40.112.241.52,,,,,,2025-04-12 09:35:17,,,,Operational
cosmos-ccms-poc-emea-001,,,,20.204.197.135,,,,,,2025-03-08 10:34:56,,,,Retired
cosmos-ccms-prod-emea-001,,,,68.219.171.71,,,,,,2025-04-12 21:50:00,,,,Operational
cosmos-ccms-qa-001,,,,40.112.241.73,,,,,,2025-04-12 09:35:17,,,,Operational
cosmos-ccms-stage-emea-001,,,,68.219.171.210,,,,,,2025-04-12 21:50:00,,,,Operational
cosmos-ccms-wwint-001,,,,40.112.241.63,,,,,,2025-04-12 09:35:17,,,,Operational
cosmos-common-dev-china-001,,,,20.6.140.2,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-common-dev-emea-001,,,,68.219.171.77,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-cxp-d-ch-001,,,,52.131.18.160,,,,,,2025-04-13 03:30:47,,,,Operational
cosmos-cxp-p-ch-001,,,,159.27.202.2,,,,,,2025-04-13 05:30:49,,,,Operational
cosmos-cxp-q-ch-001,,,,159.27.202.2,,,,,,2025-04-13 03:30:47,,,,Operational
cosmos-cxp-s-ch-001,,,,159.27.202.2,,,,,,2025-04-13 03:30:47,,,,Operational
cosmos-datascience-qa-simulation-china-001,,,,20.6.140.7,,,,,,2025-03-29 21:28:58,,,,Operational
cosmos-ds-do-dev-china-002,,,,20.6.140.2,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-ds-do-dev-global-001,,,,20.61.97.5,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-ds-do-prod-china-001,,,,20.6.140.2,,,,,,2025-03-22 21:37:32,,,,Operational
cosmos-ds-do-prod-global-001,,,,20.61.97.5,,,,,,2025-04-12 21:50:00,,,,Operational
cosmos-ds-do-qa-china-001,,,,20.6.140.2,,,,,,2025-03-29 21:28:58,,,,Operational
cosmos-ds-do-qa-global-001,,,,68.219.171.138,,,,,,2025-03-29 21:28:58,,,,Operational
cosmos-ds-do-stage-china-001,,,,20.6.140.2,,,,,,2025-03-22 21:37:32,,,,Operational
cosmos-ds-do-stage-global-001,,,,20.61.97.5,,,,,,2025-04-12 21:50:00,,,,Operational
cosmos-ds-dre-dev-china-001,,,,20.6.140.2,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-ds-dre-dev-global-001,,,,68.219.171.142,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-ds-dre-prod-china-001,,,,20.6.140.2,,,,,,2025-03-22 21:37:32,,,,Operational
cosmos-ds-dre-prod-global-001,,,,20.61.97.1,,,,,,2025-04-12 21:50:00,,,,Operational
cosmos-ds-dre-qa-china-001,,,,20.6.140.2,,,,,,2025-03-29 21:28:58,,,,Operational
cosmos-ds-dre-qa-china-002,,,,20.6.140.2,,,,,,2025-03-29 21:28:58,,,,Operational
cosmos-ds-dre-qa-global-001,,,,20.50.93.133,,,,,,2025-03-29 21:28:58,,,,Operational
cosmos-ds-dre-qa-global-002,,,,68.219.171.142,,,,,,2025-03-29 21:28:58,,,,Operational
cosmos-ds-dre-stage-china-001,,,,20.6.140.2,,,,,,2025-03-22 21:37:32,,,,Operational
cosmos-ds-dre-stage-global-001,,,,20.61.97.5,,,,,,2025-04-12 21:50:00,,,,Operational
cosmos-ds-dre-stage-global-002,,,,20.50.93.138,,,,,,2025-04-12 21:50:00,,,,Operational
cosmos-ds-sensor-dev-china-001,,,,20.6.140.2,,,,,,2024-11-30 22:43:43,,,,Retired
cosmos-ds-sensor-dev-global-001,,,,20.61.97.19,,,,,,2024-11-30 22:43:43,,,,Retired
cosmos-ds-sensor-prod-china-001,,,,20.6.140.2,,,,,,2024-11-30 22:37:31,,,,Retired
cosmos-ds-sensor-prod-global-001,,,,20.50.93.133,,,,,,2024-11-30 22:50:37,,,,Retired
cosmos-ds-sensor-qa-china-001,,,,20.6.140.2,,,,,,2024-11-30 22:28:53,,,,Retired
cosmos-ds-sensor-qa-global-001,,,,68.219.171.74,,,,,,2024-11-30 22:28:53,,,,Retired
cosmos-ds-sensor-stage-china-001,,,,20.6.140.2,,,,,,2024-11-30 22:37:31,,,,Retired
cosmos-ds-sensor-stage-global-001,,,,20.50.93.133,,,,,,2024-11-30 22:50:37,,,,Retired
cosmos-infra-poc-global-001,,,,20.61.97.8,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-mascstackeffectpoc-d-am-001,,,,52.146.79.163,,,,,,2025-04-13 00:00:38,,,,Operational
cosmos-mongo-Alphaone-cn-dev,,,,20.6.140.5,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-mongo-Alphaone-cn-eview,,,,20.6.140.5,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-mongo-Alphaone-cn-prod,,,,20.6.140.5,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-mongo-Alphaone-cn-prod-20250403,,,,20.6.140.6,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-mongo-Alphaone-cn-qa,,,,[13.75.34.2],,,,,,2023-05-06 21:46:22,,,,Retired
cosmos-mongo-Alphaone-cn-stag,,,,20.6.140.5,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-mongo-Alphaone-cn-stag-03132025,,,,20.6.140.7,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-mongodb-ccms-poc-001,,,,20.204.197.135,,,,,,2025-03-01 10:34:03,,,,Retired
cosmos-otassh-dev-global-001,,,,20.6.140.5,,,,,,2025-04-12 21:44:39,,,,Operational
cosmos-remote-intervention-prod-fc,,,,20.19.31.2,,,,,,2025-01-19 18:31:03,,,,Operational
cosmos-remote-intervention-prod-fc-001,,,,20.19.31.1,,,,,,2024-06-23 17:30:52,,,,Retired
cosmosdb-apip-dev-customdb,,,,104.211.146.3,,,,,,2025-04-12 21:44:39,,,,Operational
CosmosIngest3,,,,40.117.188.126,,,,,,2024-03-23 21:40:17,,,,Retired
CostAllocation,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CostAllocation,,,,,,,,,,2025-04-12 11:35:25,,,,Operational
CostAllocation,,,,,,,,,,2025-04-05 10:44:22,,,,Operational
CostAllocation_20240321,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CostAllocation_20240711,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CostAllocation_20240723,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CostAllocation_20241001,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CostAllocation_20241122,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CostAllocation_20250321,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CostAnalysis,,,,,,,,,,2025-04-05 10:44:26,,,,Operational
CostAnalysis,,,,,,,,,,2025-04-05 10:47:56,,,,Operational
COSTDB,,,,,,,,,,2025-03-29 11:00:59,,,,Operational
CountryCIR,,,,,,,,,,2025-03-29 10:48:44,,,,Operational
CP-API-POST-SERVICE-EMEA-QA,,,,13.69.68.13,,,,,,2025-03-29 21:25:46,,,,Operational
cp-frontend-mobile,,,,13.75.33.21,,,,,,2024-02-10 22:44:39,,,,Non-Operational
cp-frontend-mobile-dev,,,,[13.75.33.21],,,,,,2023-09-30 21:43:48,,,,Retired
cp-oes,,,,20.195.72.32,,,,,,2025-04-12 21:44:39,,,,Operational
CP-OTAService-QA,,,,23.96.124.25,,,,,,2025-04-12 09:33:42,,,,Operational
cp-shortenURL-dev,,,,13.75.115.40,,,,,,2025-04-12 21:40:38,,,,Operational
cp-shortenURL-prod,,,,13.75.115.40,,,,,,2025-04-12 21:40:38,,,,Operational
cp-shortenURL-stag,,,,13.75.115.40,,,,,,2025-04-12 21:40:38,,,,Operational
CPAD,,,,,,,,,,2025-04-05 10:43:49,,,,Operational
CPADtoCLOUD_OE,,,,,,,,,,2025-02-22 21:18:29,,,,Operational
CPAD_OCL_Test,,,,,,,,,,2025-04-05 10:43:49,,,,Operational
CPCloud,,,,20.43.132.135,,,,,,2025-04-12 09:33:42,,,,Operational
CPCloudTest,,,,20.43.132.135,,,,,,2025-04-12 09:33:42,,,,Operational
CPCloudTest1,,,,20.43.132.135,,,,,,2025-04-12 09:33:42,,,,Operational
cpconfigservice-dev,,,,[40.78.194.4],,,,,,2023-09-30 09:32:32,,,,Retired
CPConfigServicenet6,,,,20.119.0.33,,,,,,2023-09-02 09:32:10,,,,Retired
CPConfigServiceTriger,,,,40.78.194.102,,,,,,2023-09-23 09:31:27,,,,Retired
CPDashBoardTest,,,,104.211.224.252,,,,,,2023-09-30 09:32:28,,,,Non-Operational
CPMessagingService,,,,40.78.194.101,,,,,,2023-09-23 09:31:27,,,,Retired
CPNP@cfrgnk01,,,,,,,,,,2024-06-08 20:18:59,,,,Operational
CPNT@cfrgnk01,,,,,,,,,,2024-06-08 20:18:59,,,,Operational
CPOTAService,,,,,,,,,,2023-09-16 09:31:23,,,,Retired
CPQ Integration New,,,,172.29.128.24,,,,,,2025-04-05 11:32:04,,,,Operational
CPQ Integration New/,,,,,,,,,,2025-04-05 11:32:04,,,,Operational
CPQ Integration Web Service,,,,172.29.128.24,,,,,,2025-04-05 11:32:04,,,,Operational
CPQ Integration Web Service,,,,172.29.128.70,,,,,,2025-02-22 21:39:57,,,,Operational
CPQ Integration Web Service/,,,,,,,,,,2025-04-05 11:32:04,,,,Operational
CPQ Integration Web Service/,,,,,,,,,,2025-02-22 21:39:57,,,,Operational
CPQ_Integration,,,,172.29.128.40,,,,,,2025-04-12 19:37:03,,,,Operational
CPQ_Integration,,,,172.29.128.40,,,,,,2024-07-06 21:05:57,,,,Operational
CPQ_Integration/,,,,,,,,,,2024-07-06 21:05:58,,,,Operational
CPQ_Integration/,,,,,,,,,,2025-04-12 19:37:03,,,,Operational
cps-serverless-qa,,,,40.112.241.157,,,,,,2025-04-12 09:35:17,,,,Operational
CPWeb,,,,10.68.97.126,,,,,,2025-04-05 10:52:20,,,,Operational
CPWeb,,,,,,,,,,2024-08-17 13:22:52,,,,Operational
CPWeb/,,,,,,,,,,2025-04-05 10:52:20,,,,Operational
cpyamlfunctionapp10000,,,,20.119.8.22,,,,,,2025-04-12 21:40:35,,,,Operational
CpysharepointDL,,,,20.50.2.53,,,,,,2025-04-12 23:00:40,,,,Operational
CQBarcode,,,,172.28.220.215,,,,,,2024-08-18 16:59:50,,,,Operational
CQBarcode,,,,172.28.220.191,,,,,,2025-02-09 17:55:55,,,,Operational
CQBarcode,,,,,,,,,,2025-02-09 17:48:54,,,,Operational
CQBarcode/,,,,,,,,,,2025-02-09 17:55:55,,,,Operational
CQBarcodePacklistYCL,,,,172.28.220.191,,,,,,2025-02-09 17:55:55,,,,Operational
CQBarcodePacklistYCL/,,,,,,,,,,2025-02-09 17:55:55,,,,Operational
CQBarcodeYCL,,,,172.28.220.215,,,,,,2024-08-18 16:59:50,,,,Operational
CQBarcodeYCL/,,,,,,,,,,2024-08-18 16:59:50,,,,Operational
CQMES_Archive_Data,,,,,,,,,,2024-10-20 16:49:45,,,,Operational
CQMES_Archive_Data,,,,,,,,,,2025-04-12 19:14:13,,,,Operational
CQMES_Archive_Data,,,,,,,,,,2024-08-18 16:48:46,,,,Operational
CQSRM,,,,,,,,,,2025-02-09 17:48:54,,,,Operational
CQSRM,,,,172.28.220.215,,,,,,2024-08-18 16:59:50,,,,Operational
CQSRM/,,,,,,,,,,2024-08-18 16:59:50,,,,Operational
CQsrmbackup,,,,,,,,,,2024-08-18 16:51:06,,,,Operational
CQWOS,,,,172.28.220.215,,,,,,2024-08-18 16:59:50,,,,Operational
CQWOS,,,,,,,,,,2025-02-09 17:48:54,,,,Operational
CQ_BAS,,,,,,,,,,2024-08-18 16:48:46,,,,Operational
CQ_BAS,,,,,,,,,,2025-04-12 19:14:13,,,,Operational
CQ_BAS_Back,,,,,,,,,,2025-04-12 19:14:13,,,,Operational
CQ_BAS_Back,,,,,,,,,,2024-08-18 16:48:46,,,,Operational
CQ_MES,,,,,,,,,,2024-10-20 16:49:45,,,,Operational
CQ_Offline_BAK,,,,,,,,,,2024-08-18 16:48:46,,,,Operational
CQ_Offline_BAK,,,,,,,,,,2025-04-12 19:14:13,,,,Operational
CR4,,,,10.68.244.9,,,,,,2025-03-29 10:57:43,,,,Operational
CR4/,,,,,,,,,,2025-03-29 10:57:43,,,,Operational
CRAWDB,,,,,,,,,,2024-08-20 20:16:34,,,,Operational
CREFO,,,,,,,,,,2025-04-05 10:41:32,,,,Operational
CREST,,,,10.182.36.7,,,,,,2025-04-12 23:28:38,,,,Operational
CREST,,,,10.182.36.10,,,,,,2025-04-05 10:42:10,,,,Operational
CREST/,,,,,,,,,,2025-04-05 10:42:10,,,,Operational
CREST/,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST/CREST,,,,,,,,,,2025-04-05 10:42:10,,,,Operational
CREST/CREST,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST/CREST_Client,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST/CREST_Client,,,,,,,,,,2025-04-05 10:42:10,,,,Operational
CREST2,,,,10.182.36.7,,,,,,2025-04-12 23:28:38,,,,Operational
CREST2/,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST2/Client_LDAP,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST2/CREST_LDAP,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST2/CREST_Service,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CrestronFusion,,,,,,,,,,2025-03-30 21:01:45,,,,Operational
CrestronFusion,,,,,,,,,,2025-02-15 16:48:49,,,,Operational
CREST_PDF,,,,10.182.36.7,,,,,,2025-04-12 23:28:38,,,,Operational
CREST_PDF,,,,10.182.36.10,,,,,,2025-04-05 10:42:10,,,,Operational
CREST_PDF/,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST_PDF/,,,,,,,,,,2025-04-05 10:42:10,,,,Operational
CREST_PDF/CREST,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST_PDF/CREST,,,,,,,,,,2025-04-05 10:42:10,,,,Operational
CREST_PDF/CREST_Client,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST_PDF/CREST_Client,,,,,,,,,,2025-04-05 10:42:10,,,,Operational
CREST_Service,,,,10.182.36.10,,,,,,2025-04-05 10:42:10,,,,Operational
CREST_Service,,,,10.182.36.7,,,,,,2025-04-12 23:28:38,,,,Operational
CREST_Service/,,,,,,,,,,2025-04-12 23:28:38,,,,Operational
CREST_Service/,,,,,,,,,,2025-04-05 10:42:10,,,,Operational
CRM,,,,,,,,,,2025-04-05 11:07:25,,,,Operational
CRM,,,,,,,,,,2025-04-05 10:47:56,,,,Operational
CRM,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CRM,,,,,,,,,,2025-02-01 11:56:10,,,,Operational
CRM,,,,,,,,,,2025-03-29 10:57:51,,,,Operational
CRM,,,,,,,,,,2025-04-12 11:55:21,,,,Operational
CRM,,,,,,,,,,2025-04-05 10:44:26,,,,Operational
CRM20230908,,,,,,,,,,2025-04-05 10:47:56,,,,Operational
CrmCH,,,,,,,,,,2025-04-12 10:42:53,,,,Operational
CRMDashboards,,,,,,,,,,2025-04-12 23:14:23,,,,Operational
CRMDashboards,,,,,,,,,,2025-04-12 23:13:22,,,,Operational
CRMDemo,,,,,,,,,,2025-04-12 17:18:24,,,,Operational
CRMDemo,,,,,,,,,,2025-04-12 23:36:51,,,,Operational
CRMTransfer,,,,,,,,,,2025-04-05 10:51:42,,,,Operational
CRMUY,,,,,,,,,,2025-04-12 10:42:53,,,,Operational
CRM_20210301,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CRM_20220119,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CRM_20220411,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CRM_20231108,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CRM_20231201,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CRM_20240905,,,,,,,,,,2025-04-05 10:44:35,,,,Operational
CRM_Datawarehouse,,,,,,,,,,2025-04-12 11:08:37,,,,Operational
