Serial number,MAC Address,IP Address,Fully qualified domain name,Name,Chassis type,Product instance identifier,Operational status,Host name,Assigned to,Domain,Object ID,Most recent discovery,IOS version,Operating System,Confidence Score
LENOVORC29GP7IQFNYM0467OY4,6C:B2:C4:6B:39:CB,10.1.21.22,lt-it210.corp.local,,9.0,CF8E9724-7950-4939-BD35-B305342683A3,Operational,lt-it210,CONTOSO\carolyn.davidson,CORP,16749097.0,25-03-2025 14:43,5.00.9049.1000,Windows Server 2022 Standard,95.0
HULDC3NKVPVG8XQH2H2I,55:3A:28:9E:35:E9,10.1.10.208,ws-it532.contoso.local,WS-IT532,3.0,A3ECA667-BFBF-435B-88A1-FF461B24BD2B,Operational,ws-it532,FABRIKAM\lisa.odom,CONTOSO,16735275.0,26-03-2025 10:35,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOCBLZ5Q9ICSUHN0BIQGWJ,01:78:7E:33:D8:B6,10.1.21.21,lt-it250.contoso.local,LT-IT250,9.0,0F2EF523-5880-410D-88D0-5532D478436B,Operational,lt-it250,CORP\heather.nash,CONTOSO,16710950.0,29-03-2025 09:52,5.00.9049.1000,Windows Server 2022 Standard,90.0
5ZQQ86OR4LZK3LN2J8D2,C1:51:96:7F:85:6A,10.1.21.20,lt-it169.fabrikam.local,LT-IT169,8.0,B2A32DBF-8BF4-4E35-9312-B75297F554EB,Operational,lt-it169,CONTOSO\amanda.larson,FABRIKAM,16784873.0,19-04-2025 15:27,5.00.9049.1000,Windows Server 2022 Standard,95.0
9C9PHSQ,55:C8:31:3B:B8:EA,10.1.21.17,lt-it124.contoso.local,LT-IT124,9.0,ADAE9B3A-C25D-43B8-8136-F07E773733BA,Operational,lt-it124,CONTOSO\sheri.keith,CONTOSO,16786876.0,06-04-2025 11:03,5.00.9049.1000,Windows Server 2019 Standard,100.0
3J4RV7TWTB,E1:C0:C5:46:54:F9,,lt-it261.fabrikam.local,LT-IT261,14.0,422BCE81-4CD1-449E-8AF6-0B5CF587E857,Operational,lt-it261,FABRIKAM\amy.kirby,FABRIKAM,16725482.0,12-04-2025 18:02,5.00.9049.1000,Windows Server 2019 Standard,100.0
E00PW4F2U1TUITKKK5FP,E5:45:45:44:39:3B,10.1.10.209,ws-it392.fabrikam.local,WS-IT392,6.0,E2CD560F-12B9-4D1B-A2C1-FF1460E15036,Operational,ws-it392,CONTOSO\angela.weber,FABRIKAM,,29-03-2025 11:40,5.00.9049.1000,Windows Server 2022 Standard,95.0
3BY1XS5,38:FA:2B:CD:94:AD,,ws-it050.contoso.local,WS-IT050,6.0,94985FB4-F166-411F-BAC9-E68F2C44A3C3,Operational,ws-it050,CONTOSO\charles.wilkinson,CONTOSO,16749852.0,18-04-2025 19:22,5.00.9040.1001,Windows Server 2022 Standard,95.0
72SI7SS,79:89:8A:88:4A:C9,10.1.10.205,ws-it141.fabrikam.local,WS-IT141,17.0,B3027428-578D-4EBC-9C05-854900A0301E,Operational,ws-it141,,FABRIKAM,16795761.0,26-03-2025 13:59,5.00.9049.1000,Windows Server 2022 Standard,90.0
E2YYCH2WTK,C8:C0:14:E6:C2:D0,10.1.10.204,ws-it547.contoso.local,WS-IT547,15.0,1FB0A4A7-FF30-491D-9BDD-9D11ADE23568,Operational,,FABRIKAM\adam.pratt,CONTOSO,16798501.0,,5.00.9049.1000,Windows Server 2022 Standard,90.0
M4QD406,04:5A:43:66:A2:A7,10.1.21.19,lt-it186.contoso.local,LT-IT186,9.0,CAA03FE5-8CE7-4691-B616-E3C20EBF67F0,Operational,lt-it186,CORP\ashley.miller,CONTOSO,,03-04-2025 17:07,5.00.9049.1000,Windows Server 2022 Standard,95.0
VIWCDS8,71:C6:78:80:5D:59,10.1.10.203,ws-it647.fabrikam.local,WS-IT647,3.0,,Operational,ws-it647,FABRIKAM\tiffany.rose,FABRIKAM,,29-03-2025 17:24,5.00.9049.1000,Windows Server 2022 Standard,90.0
WLFRQ0D6489E4I7XP7RH,94:54:B1:CA:8B:8B,10.1.10.202,ws-it499.contoso.local,WS-IT499,5.0,D13C8E64-6D62-4727-A3CE-C0C6DBE0F850,Operational,ws-it499,CONTOSO\jeremy.trevino,CONTOSO,16740512.0,19-04-2025 11:33,5.00.9040.1001,Windows Server 2022 Standard,90.0
CNX30F3PPC,7C:18:C4:3A:D3:5E,10.1.10.201,ws-it402.contoso.local,WS-IT402,15.0,5025818D-8CBB-4111-A0DA-DB3193890995,Operational,ws-it402,FABRIKAM\rebecca.goodwin,CONTOSO,16772979.0,25-03-2025 11:10,5.00.9049.1000,Windows Server 2019 Standard,100.0
10TDLLU,7D:EE:47:FE:01:09,10.1.21.16,lt-it056.corp.local,LT-IT056,8.0,82BD6855-4A16-4918-B5FA-2328FF589B89,Operational,lt-it056,FABRIKAM\benjamin.vega,CORP,16723191.0,29-03-2025 16:49,5.00.9049.1000,Windows Server 2022 Standard,90.0
5LC06WSUW882OUSUPYQJ,95:A2:F1:5D:D6:9B,10.1.31.15,tb-it09.corp.local,TB-IT09,11.0,90547E9C-6233-4E77-A419-ED86C69F0F7A,Operational,tb-it09,CONTOSO\ariel.tran,CORP,16755545.0,26-03-2025 11:28,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVO2E6Q3CSMWZISJ9GU6OM8,CC:EB:BB:A8:49:EC,10.1.10.200,ws-it313.fabrikam.local,WS-IT313,4.0,3191E018-4DD1-4DF1-8A33-9B4E4FC2F24C,Operational,ws-it313,FABRIKAM\stephanie.mccoy,FABRIKAM,16743306.0,,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVO6IGEE0EP0M522BRNJ6FF,51:EA:60:C7:B7:82,10.1.10.177,ws-it022.contoso.local,WS-IT022,7.0,1D7B59A5-75A4-4FD3-B0FB-7AB17F373111,Operational,ws-it022,CONTOSO\jodi.hunt,CONTOSO,16708429.0,30-03-2025 11:56,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVOIB59NGEXA17XGN66FWAH,3D:65:34:73:7A:A2,10.1.21.15,lt-it096.fabrikam.local,LT-IT096,9.0,3EDFD751-A231-4621-85E5-DD91614F64C7,Operational,lt-it096,FABRIKAM\angela.raymond,FABRIKAM,16765188.0,04-04-2025 10:10,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOXDQ1K0WD2Z6PDBQ6HVUF,D0:A2:D9:29:B8:15,10.1.10.178,ws-it117.fabrikam.local,WS-IT117,7.0,EE693269-AB80-4061-A017-88EDF28C6FF2,Operational,ws-it117,CORP\amanda.wilkinson,FABRIKAM,16718716.0,12-04-2025 08:02,5.00.9049.1000,Windows Server 2019 Standard,100.0
ZMBNAUA,,10.1.10.179,ws-it386.contoso.local,WS-IT386,15.0,A132C634-958A-43C4-9ECB-AB0902A07F6B,Operational,ws-it386,CORP\holly.hill,CONTOSO,16770833.0,12-04-2025 09:02,5.00.9040.1001,Windows Server 2019 Standard,100.0
2QAZ906I2L,FD:FB:35:90:A9:5F,10.1.10.176,ws-it607.fabrikam.local,WS-IT607,17.0,512C0438-B47F-4888-9550-B86A35FD8961,Operational,ws-it607,CONTOSO\donna.lara,FABRIKAM,16710913.0,26-03-2025 15:33,5.00.9049.1000,Windows Server 2022 Standard,90.0
0G6WU98,F8:04:13:E0:F4:30,10.1.21.14,lt-it038.corp.local,LT-IT038,14.0,F84E37E0-0249-4ED8-92D5-C54585BE9704,Operational,lt-it038,FABRIKAM\tina.newman,CORP,16752343.0,03-04-2025 15:15,5.00.9040.1001,Windows Server 2019 Standard,100.0
CYKGPJ1399,DD:F6:D7:F1:D6:B2,10.1.10.175,ws-it608.corp.local,WS-IT608,7.0,3D4332D8-DED5-4343-A56D-243548FF7ADD,Operational,ws-it608,CORP\barry.lucas,CORP,16769661.0,06-04-2025 19:10,5.00.9049.1000,Windows Server 2022 Standard,90.0
7T490E7,D4:44:FF:ED:42:B2,10.1.10.174,ws-it164.corp.local,WS-IT164,4.0,731A090A-272A-4B71-8624-A691487DDA70,Operational,ws-it164,FABRIKAM\larry.collins,CORP,16717742.0,11-04-2025 11:28,5.00.9049.1000,Windows Server 2019 Standard,100.0
70PI7LL,,10.1.10.173,ws-it368.fabrikam.local,WS-IT368,4.0,0CDD4173-DE64-4269-A7A4-71C2FDEB7B5A,Operational,ws-it368,FABRIKAM\melanie.smith,FABRIKAM,16715167.0,24-03-2025 13:31,5.00.9049.1000,Windows Server 2019 Standard,100.0
8LIRI8U,48:50:CC:C6:BF:03,,ws-it516.fabrikam.local,WS-IT516,6.0,,Operational,ws-it516,FABRIKAM\ashley.cooper,FABRIKAM,16796341.0,20-04-2025 13:49,5.00.9049.1000,Windows Server 2019 Standard,100.0
H13MSKNHA8,75:EB:0F:F7:87:15,10.1.10.171,,WS-IT163,17.0,,Operational,ws-it163,CONTOSO\tami.clark,CORP,16739548.0,27-03-2025 11:09,5.00.9049.1000,Windows Server 2022 Standard,90.0
I813B9M2XPFY5ZB3RFC7,CD:9A:13:68:AD:B5,10.1.21.13,lt-it140.fabrikam.local,LT-IT140,10.0,84C8B711-B172-46E9-8958-707639E522BB,Operational,lt-it140,FABRIKAM\joseph.rojas,FABRIKAM,16791507.0,28-03-2025 08:52,,Windows Server 2019 Standard,100.0
LENOVO4K5ILTWEN2OT2VC9F1P3,5C:16:00:3D:24:D4,10.1.10.170,ws-it026.corp.local,WS-IT026,15.0,FEDDF43B-8C9E-4A4E-BEFF-51DF1DDDC7C5,Operational,ws-it026,CONTOSO\krystal.kelly,CORP,16766640.0,11-04-2025 07:21,5.00.9049.1000,Windows Server 2019 Standard,100.0
X0CS5XO561,74:3F:CD:AF:CD:CA,10.1.10.187,ws-it698.fabrikam.local,WS-IT698,15.0,5F9F4B98-C569-40B6-BFA5-6607107B632A,Operational,ws-it698,FABRIKAM\kenneth.lane,FABRIKAM,16791405.0,27-03-2025 12:58,5.00.9049.1000,Windows Server 2019 Standard,100.0
5W9XH2H,15:69:43:A1:08:49,10.1.10.188,ws-it437.contoso.local,WS-IT437,6.0,E05A794C-B6D7-478D-80E3-490A2AD84555,Operational,ws-it437,,CONTOSO,16763746.0,01-04-2025 11:58,5.00.9049.1000,Windows Server 2019 Standard,100.0
FV3Y0353DB,95:20:10:7B:4A:DF,10.1.21.12,lt-it040.fabrikam.local,LT-IT040,9.0,77689B11-4354-4C95-9846-F3965E9086B4,Operational,lt-it040,CORP\douglas.cox,FABRIKAM,16743317.0,23-03-2025 12:14,5.00.9049.1000,Windows Server 2019 Standard,100.0
S3H4ON4CHX,E0:00:0C:2B:EC:71,10.1.21.11,lt-it011.contoso.local,LT-IT011,14.0,,Operational,lt-it011,,CONTOSO,16733656.0,,5.00.9049.1000,Windows Server 2022 Standard,95.0
IRFS5AZ1CG2KB93DZO99,91:5D:53:F2:BB:CF,10.1.21.10,lt-it319.corp.local,LT-IT319,14.0,951F4C58-C354-430A-ABB5-A0DDF01A2C1F,Operational,lt-it319,CORP\stephanie.mcgee,CORP,16740138.0,21-04-2025 07:51,5.00.9049.1000,Windows Server 2019 Standard,100.0
KKS9X9SDQP,,10.1.10.186,ws-it670.corp.local,WS-IT670,17.0,D17F2D25-0F92-4CA8-AEAA-8D87D37BF006,Operational,ws-it670,CONTOSO\richard.lane,CORP,16743824.0,04-04-2025 07:07,5.00.9049.1000,Windows Server 2022 Standard,90.0
2QNP0O46H47UN41EYH8W,B9:BF:24:3E:F9:BE,10.1.20.170,lt-it314.corp.local,LT-IT314,8.0,,Operational,lt-it314,FABRIKAM\alexandra.saunders,CORP,16775491.0,15-04-2025 13:44,5.00.9049.1000,Windows Server 2022 Standard,95.0
N4XZQOLFXVER0KYQTCNR,75:EC:0F:53:53:42,10.1.31.14,tb-it29.fabrikam.local,TB-IT29,14.0,D47C6540-5C67-4F51-9A41-3B3BDE774935,Operational,tb-it29,,FABRIKAM,16724151.0,07-04-2025 09:17,5.00.9049.1000,Windows Server 2019 Standard,100.0
WFNFQL1CYH,4C:5B:4D:82:E8:DB,10.1.10.184,ws-it253.fabrikam.local,WS-IT253,,5C19679C-0FEA-4F65-802D-77B7F770B8C8,Operational,ws-it253,FABRIKAM\jamie.weber,FABRIKAM,16786978.0,13-04-2025 14:41,5.00.9040.1001,Windows Server 2022 Standard,95.0
WRUQ75C,D0:F4:F4:C7:45:87,10.1.10.183,ws-it685.contoso.local,WS-IT685,4.0,1D4C47C0-066F-4CA7-9593-779777BAAF76,Operational,ws-it685,FABRIKAM\donald.small,CONTOSO,16734167.0,17-04-2025 19:55,5.00.9049.1000,Windows Server 2019 Standard,100.0
Z3QTKVGNA2,35:E4:B7:54:B2:24,10.1.10.182,ws-it373.contoso.local,WS-IT373,3.0,1C8CF4D4-A093-4538-854A-33EE2721AE7B,Operational,ws-it373,CONTOSO\taylor.ruiz,CONTOSO,16744949.0,16-04-2025 08:19,5.00.9049.1000,Windows Server 2022 Standard,95.0
6DZNNDZ,D4:57:93:F0:12:73,10.1.10.181,ws-it587.contoso.local,WS-IT587,3.0,9ECA7B08-52DB-4DF5-AF4E-FD30A9492F29,Operational,ws-it587,FABRIKAM\david.figueroa,CONTOSO,16739840.0,30-03-2025 13:40,5.00.9049.1000,Windows Server 2022 Standard,95.0
YWHELEM,2D:3B:15:78:FE:8C,10.1.10.180,ws-it487.contoso.local,WS-IT487,3.0,0C0CC992-9757-45D8-861D-54CACC1F0CC3,Operational,ws-it487,CORP\ashley.brown,CONTOSO,16789917.0,14-04-2025 14:50,5.00.9049.1000,Windows Server 2019 Standard,100.0
RTN6MAK3L9,1D:6F:04:D7:B0:2F,10.1.10.197,ws-it564.fabrikam.local,WS-IT564,7.0,44D46AE5-1BD2-4822-B1C5-F73089DD02E0,Operational,ws-it564,CONTOSO\madison.burton,FABRIKAM,,09-04-2025 10:30,5.00.9040.1001,Windows Server 2019 Standard,100.0
M500XWC,24:8F:86:9F:EF:B5,10.1.20.187,lt-it213.corp.local,,9.0,2F555F21-70BE-4444-B1AE-214590C0DEE6,Operational,lt-it213,CORP\stephen.miller,CORP,16786837.0,11-04-2025 18:31,5.00.9049.1000,Windows Server 2022 Standard,95.0
3Y73TT1,10:8B:AD:7D:CC:18,10.1.10.198,ws-it318.fabrikam.local,WS-IT318,5.0,B81CB878-F671-4A17-AFDE-552371B6E3E3,Operational,ws-it318,CONTOSO\kevin.curtis,FABRIKAM,16755120.0,08-04-2025 17:20,5.00.9049.1000,Windows Server 2019 Standard,100.0
EBXWQ78Q24,08:8C:77:AA:C8:E8,10.1.10.199,ws-it500.corp.local,WS-IT500,5.0,1421BFDB-D501-4F5E-ADA8-F681D44F0766,Operational,ws-it500,CORP\steven.adams,CORP,16779463.0,14-04-2025 14:11,5.00.9049.1000,Windows Server 2019 Standard,100.0
ES90WUYUD7,59:66:72:42:E0:DC,10.1.20.188,lt-it257.corp.local,LT-IT257,14.0,89371FA6-7E89-46C3-B41E-4EBC27829F5E,Operational,lt-it257,CONTOSO\haley.fleming,CORP,16742460.0,14-04-2025 18:37,5.00.9049.1000,Windows Server 2022 Standard,95.0
PBZ8LND,54:21:AA:88:66:C1,10.1.10.196,ws-it383.corp.local,WS-IT383,7.0,0FECE7D9-A578-4A55-860D-37812EDFB7BF,Operational,ws-it383,CONTOSO\cody.stone,CORP,16799470.0,10-04-2025 15:45,5.00.9049.1000,Windows Server 2019 Standard,100.0
BXM7QWZ3,48:F9:85:E0:D6:BC,10.1.31.13,tb-it36.contoso.local,TB-IT36,11.0,5E87C6BC-7E76-4890-A11C-5940A2807835,Operational,tb-it36,CORP\kevin.meyer,CONTOSO,16782714.0,31-03-2025 17:48,5.00.9049.1000,Windows Server 2019 Standard,100.0
7ZHK56V,A5:DB:E8:36:0B:8D,10.1.10.195,ws-it244.fabrikam.local,WS-IT244,3.0,EA60468A-D197-473F-94FC-225CFDE34AE0,Operational,ws-it244,CONTOSO\kathryn.wilson,FABRIKAM,16723902.0,12-04-2025 09:30,,Windows Server 2019 Standard,100.0
MZDQB3H69FQU7E67JMV4,34:A5:CD:E1:14:AC,10.1.10.194,ws-it204.corp.local,WS-IT204,3.0,C1917E33-2C75-414D-9B5B-3E715D583DEE,Operational,ws-it204,,CORP,16776600.0,23-03-2025 08:37,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVOS15DO1BP6QRX5XMTP3V1,34:F9:9F:D8:A7:EA,10.1.10.193,ws-it167.corp.local,WS-IT167,4.0,E8005003-A25B-4239-A52A-93571DD30A15,Operational,ws-it167,,CORP,16732434.0,21-04-2025 12:24,5.00.9040.1001,Windows Server 2019 Standard,100.0
Y9NQ3KH,24:7F:ED:21:22:9F,10.1.20.189,lt-it079.contoso.local,LT-IT079,9.0,0B234267-8011-46E1-B6AF-A693C946415E,Operational,,FABRIKAM\tracy.tucker,CONTOSO,16724856.0,16-04-2025 14:26,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVO0QMA84009Z6JVM8MWL2W,ED:F0:F4:11:1C:92,,tb-it33.corp.local,TB-IT33,11.0,2B5CC453-88E1-4A9C-8983-D48D7AC694A2,Operational,,FABRIKAM\brandon.gibbs,CORP,16704934.0,10-04-2025 12:26,5.00.9049.1000,Windows Server 2019 Standard,100.0
10CNT0IQ6J,,10.1.10.192,ws-it021.fabrikam.local,WS-IT021,17.0,1669E126-240B-489D-A8F9-1DA16793C17F,Operational,ws-it021,FABRIKAM\patrick.thomas,FABRIKAM,16767648.0,06-04-2025 12:32,5.00.9049.1000,Windows Server 2019 Standard,100.0
Q3E15D41VO,40:E1:5B:72:46:99,10.1.10.191,ws-it229.contoso.local,WS-IT229,15.0,857686FC-7472-4E9B-88AC-29099E0ED3E5,Operational,ws-it229,CORP\francisco.howell,CONTOSO,16755545.0,18-04-2025 09:30,,Windows Server 2022 Standard,95.0
NXT7HBG,C0:31:8F:D9:24:60,10.1.10.190,ws-it568.corp.local,WS-IT568,17.0,25741AE2-A781-497F-8489-F9A6A24774A8,Operational,ws-it568,CORP\seth.collins,CORP,16780038.0,30-03-2025 16:21,5.00.9049.1000,Windows Server 2022 Standard,95.0
LOFHTN4,51:95:C0:F3:69:23,10.1.10.167,ws-it660.contoso.local,WS-IT660,15.0,5C37C0D2-695E-411B-A915-E7D3F89064B7,Operational,ws-it660,FABRIKAM\raven.williams,CONTOSO,16741851.0,15-04-2025 11:57,5.00.9049.1000,Windows Server 2019 Standard,100.0
EE55EJ0MJV1UBVJ6GHIP,AD:AB:C6:E1:3E:1F,10.1.10.168,ws-it496.fabrikam.local,WS-IT496,7.0,316EBC84-3169-435D-9EF5-F79C1591B3B7,Operational,ws-it496,CORP\laurie.khan,FABRIKAM,16744537.0,16-04-2025 10:55,5.00.9049.1000,Windows Server 2022 Standard,95.0
U6OZ4K8BLL,2C:CB:83:6E:3A:80,10.1.10.169,ws-it462.fabrikam.local,WS-IT462,6.0,05AD1D74-0861-411F-8444-8929F3873223,Operational,ws-it462,FABRIKAM\danielle.stokes,FABRIKAM,16711763.0,30-03-2025 17:34,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVOSZPE92BCW5KW7LOXAU1R,88:1B:DC:5D:A3:BD,10.1.20.186,lt-it349.fabrikam.local,LT-IT349,8.0,,Operational,lt-it349,FABRIKAM\paul.collins,FABRIKAM,16763396.0,14-04-2025 10:48,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVO4FRID4KE0R5SZOMEO2G4,91:63:A9:BA:C4:00,10.1.20.185,lt-it259.corp.local,LT-IT259,9.0,8FBED8D4-E848-4D28-9FCD-3470D1138EAC,Operational,lt-it259,,CORP,16781607.0,04-04-2025 10:00,5.00.9049.1000,Windows Server 2022 Standard,95.0
60JYMGB7VW,98:46:4B:54:9B:5B,10.1.20.184,lt-it101.contoso.local,LT-IT101,10.0,0F45F101-0F73-4421-9DEA-CF816757F019,Operational,lt-it101,FABRIKAM\karen.casey,CONTOSO,16700063.0,04-04-2025 18:45,5.00.9040.1001,Windows Server 2022 Standard,95.0
3S665NJ,15:E6:F4:45:B8:07,10.1.10.166,ws-it109.corp.local,WS-IT109,5.0,3F22FD03-494F-45FD-910F-72F49152409A,Operational,ws-it109,FABRIKAM\kimberly.mosley,CORP,16721300.0,09-04-2025 15:42,5.00.9040.1001,Windows Server 2019 Standard,100.0
N2JEK86V9K,C9:E2:2D:E9:04:54,,ws-it618.contoso.local,WS-IT618,17.0,8D47C0F8-2394-465B-B7AF-39F7E8C93E7D,Operational,ws-it618,FABRIKAM\hailey.wilson,,16781443.0,,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVOJBSPA7EZ826TTYMDVGP6,30:B6:5B:C0:65:8A,10.1.20.183,lt-it328.corp.local,,9.0,A837DB65-D615-4443-A500-2CD35BE704C1,Operational,lt-it328,FABRIKAM\amanda.velazquez,CORP,16756819.0,17-04-2025 07:29,5.00.9049.1000,Windows Server 2019 Standard,100.0
0B2YC4F58P,E4:92:7A:8E:7F:69,10.1.20.182,lt-it265.fabrikam.local,LT-IT265,14.0,69CD611B-C7CD-41A8-A845-14BB73EDC539,Operational,lt-it265,FABRIKAM\michelle.rogers,FABRIKAM,16723580.0,12-04-2025 19:15,5.00.9049.1000,Windows Server 2022 Standard,95.0
IGRXGCM,1C:88:72:58:04:CB,10.1.20.181,lt-it114.corp.local,,9.0,924B9CC7-6E55-4584-88D1-46342F28BD9E,Operational,lt-it114,CONTOSO\vanessa.hernandez,CORP,16728893.0,12-04-2025 07:43,5.00.9049.1000,Windows Server 2019 Standard,100.0
1OMIG6VFQCIAO0DVLT98,05:37:55:22:30:44,10.1.10.164,ws-it382.contoso.local,WS-IT382,,2B65F315-0012-4880-8668-709C8EBD4428,Operational,ws-it382,CORP\sean.ruiz,CONTOSO,16796888.0,08-04-2025 10:50,5.00.9040.1001,Windows Server 2019 Standard,100.0
AGICP256B5TAFPXY5H2O,F4:11:57:7B:AD:5B,10.1.10.163,ws-it325.corp.local,WS-IT325,17.0,,Operational,ws-it325,CORP\joann.scott,CORP,16754081.0,20-04-2025 14:13,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOT69T84A5E7JZO8ZV3JLB,2C:00:79:AC:31:76,10.1.10.161,ws-it075.fabrikam.local,WS-IT075,4.0,A2AB96BF-6172-44C7-94FC-7D62A8F43A2D,Operational,ws-it075,CONTOSO\gregory.hanna,FABRIKAM,16790726.0,11-04-2025 08:09,5.00.9040.1001,Windows Server 2019 Standard,100.0
J1I7IJY,C1:C6:D3:8C:89:26,10.1.2.15,srv-sql31.fabrikam.local,SRV-SQL31,17.0,0BA13442-A73A-441E-85EA-6BEF826585CE,Operational,srv-sql31,SYSTEM,FABRIKAM,16710266.0,01-04-2025 09:54,5.00.9049.1000,Windows Server 2019 Standard,100.0
6YMUSUZ,94:75:DA:D3:55:29,10.1.10.160,ws-it336.corp.local,WS-IT336,4.0,37D44BCE-CF78-455C-9EEC-7E0BD4D7E517,Operational,ws-it336,CONTOSO\christina.smith,CORP,16700651.0,14-04-2025 16:29,5.00.9040.1001,Windows Server 2019 Standard,100.0
YEPIN1FB,81:4B:3D:64:9E:BC,,tb-it30.fabrikam.local,TB-IT30,13.0,AE8A0DB8-46A9-41C2-8C74-B171A6218A03,Operational,tb-it30,CONTOSO\james.green,FABRIKAM,16714523.0,28-03-2025 10:18,5.00.9049.1000,Windows Server 2022 Standard,95.0
GL0JOFV,C8:17:D2:18:6D:BD,10.1.20.180,lt-it178.contoso.local,LT-IT178,14.0,F615590F-0928-4314-A61C-D5741387075C,Operational,lt-it178,CORP\lisa.wilson,CONTOSO,16761898.0,10-04-2025 16:19,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVO6O4FWV7HP4WND2TSJ8SV,B4:DE:A7:A3:AD:9B,10.1.10.157,ws-it309.corp.local,WS-IT309,5.0,BFE64CEF-F95F-435F-B89B-8527D6391B3F,Operational,ws-it309,CONTOSO\christina.lewis,CORP,16746303.0,11-04-2025 11:36,5.00.9049.1000,Windows Server 2022 Standard,90.0
ZTQU5YOC,AD:1E:EE:95:35:C4,10.1.31.10,tb-it28.contoso.local,TB-IT28,13.0,B2F5DD10-170A-4BFC-983B-D0EB8ADE40AE,Operational,tb-it28,FABRIKAM\gloria.blair,CONTOSO,16759520.0,28-03-2025 11:30,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOMSPVAIU8RB1W4XKM33J7,E8:42:8E:81:39:1E,10.1.20.197,lt-it145.corp.local,LT-IT145,9.0,1CF82642-B5AC-4812-B474-E0CAF705D824,Operational,lt-it145,FABRIKAM\christina.gutierrez,CORP,,21-04-2025 12:05,5.00.9040.1001,Windows Server 2019 Standard,100.0
LENOVOU21E07KLQ70FV74TW7ZJ,75:20:C2:C4:F1:40,10.1.10.158,ws-it602.corp.local,WS-IT602,4.0,C8E14DEF-942B-4C12-AC80-641B5E22085A,Operational,ws-it602,CONTOSO\aaron.santana,CORP,16702337.0,10-04-2025 19:07,5.00.9049.1000,Windows Server 2019 Standard,100.0
JFF9QSVM25,2D:E4:82:01:91:92,10.1.20.198,lt-it108.contoso.local,LT-IT108,9.0,6D450AF6-A57F-4C2A-AA24-1DC60792C9CD,Operational,lt-it108,FABRIKAM\michael.romero,CONTOSO,16750426.0,,5.00.9049.1000,Windows Server 2019 Standard,100.0
ZTL8WKKS00,2C:F1:49:12:A2:16,10.1.10.156,ws-it590.fabrikam.local,,3.0,582F3026-F17B-43C7-86EA-F5B213681221,Operational,,,FABRIKAM,16713526.0,15-04-2025 13:24,5.00.9049.1000,Windows Server 2022 Standard,90.0
S83EHIJ,28:E7:D1:22:F2:C3,10.1.10.155,ws-it444.fabrikam.local,WS-IT444,17.0,A9008CEF-8787-4797-B1A9-510686B360C2,Operational,ws-it444,CORP\andrew.murphy,FABRIKAM,16728241.0,26-03-2025 14:25,5.00.9040.1001,Windows Server 2019 Standard,100.0
BQ1YOM0,50:DD:29:A3:10:60,10.1.10.154,ws-it562.corp.local,WS-IT562,7.0,8438D146-952F-4CED-B701-2CF6C6A3A94D,Operational,ws-it562,CORP\christopher.delgado,CORP,16793156.0,11-04-2025 16:39,5.00.9040.1001,Windows Server 2019 Standard,100.0
LL2RIOUCFZ,81:AC:6C:6A:90:31,10.1.10.153,ws-it169.corp.local,WS-IT169,4.0,54DCE215-BC30-4FCC-A622-19E24BE33D96,Operational,ws-it169,CONTOSO\travis.luna,CORP,16766220.0,28-03-2025 19:45,5.00.9049.1000,Windows Server 2019 Standard,100.0
0SIZUHV,AC:9C:D7:3E:12:1D,10.1.20.199,lt-it345.corp.local,LT-IT345,14.0,8F5AA279-4A83-468B-A5F1-887D2C9CF59F,Operational,lt-it345,,CORP,16755534.0,05-04-2025 15:24,5.00.9040.1001,Windows Server 2019 Standard,100.0
QMARUG3,01:0F:75:B0:26:D4,10.1.2.14,srv-sql18.contoso.local,SRV-SQL18,17.0,5C130E5D-BE19-4923-B2B3-E4A603314360,Operational,srv-sql18,SYSTEM,CONTOSO,16765232.0,03-04-2025 18:43,5.00.9049.1000,Windows Server 2019 Standard,100.0
QXLL9OY,B8:35:04:B6:BC:F6,10.1.10.152,ws-it432.fabrikam.local,WS-IT432,7.0,B891EE63-17A5-4955-A79D-CC16EA2FC9ED,Operational,ws-it432,FABRIKAM\jason.rodriguez,FABRIKAM,16727725.0,23-03-2025 09:07,5.00.9049.1000,Windows Server 2019 Standard,100.0
8XC64PURK9,3D:72:FE:8C:C4:AF,10.1.20.196,lt-it160.fabrikam.local,LT-IT160,8.0,FF374032-F589-47AD-8148-BF3E434B8071,Operational,lt-it160,,FABRIKAM,16756370.0,03-04-2025 13:48,5.00.9040.1001,Windows Server 2022 Standard,95.0
