Hostname,MAC Address,IP Address,Subnet Mask,Default Gateway,DNS Servers,Domain Name,Lease Start Time,Lease End Time,Client Identifier,DHCP ServerIP,Boot File Name,Vendor Class ID
politics-cover-644,2b:11:d8:69:69:67,172.30.0.28,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",,22-04-2025 01:39,,01:2b:11:d8:69:69:67,172.30.0.2,,macOS
paper-professor-231,c2:07:1d:ed:50:0e,10.10.10.249,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",company.local,17-04-2025 22:28,19-04-2025 16:28,01:c2:07:1d:ed:50:0e,10.10.10.2,,macOS
responsibility-theory-7,e7:60:04:e9:a1:91,192.168.0.68,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",corp.local,18-04-2025 15:46,23-04-2025 19:46,01:e7:60:04:e9:a1:91,192.168.0.2,,Apple Device
station-often-896,8a:d4:2f:5b:ce:2b,172.30.0.143,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",example.com,21-04-2025 06:20,25-04-2025 09:20,01:8a:d4:2f:5b:ce:2b,172.30.0.2,pxeboot.0,Microsoft Windows 5.0
feel-within-770,87:0f:2c:2f:70:ac,10.10.10.147,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",internal.org,19-04-2025 12:17,21-04-2025 16:17,01:87:0f:2c:2f:70:ac,10.10.10.2,boot.wim,Win 6.0
watch-three-931,d4:0f:be:b5:8d:fb,10.10.10.171,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",company.local,22-04-2025 03:08,,01:d4:0f:be:b5:8d:fb,10.10.10.2,undionly.kpxe,Apple Device
agent-business-709,c8:a2:ac:80:5c:ef,172.30.0.38,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",corp.local,18-04-2025 12:48,23-04-2025 03:48,01:c8:a2:ac:80:5c:ef,172.30.0.2,boot.wim,DHCP-Client
order-budget-593,38:e9:47:25:78:76,192.168.0.37,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",internal.org,15-04-2025 23:33,17-04-2025 06:33,01:38:e9:47:25:78:76,192.168.0.2,undionly.kpxe,Win 10
us-few-510,88:31:34:b7:f2:57,10.0.0.99,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",internal.org,22-04-2025 03:32,,01:88:31:34:b7:f2:57,10.0.0.2,,Apple Device
particularly-kitchen-473,53:dd:a3:e3:3e:86,192.168.0.20,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",corp.local,20-04-2025 14:20,26-04-2025 23:20,01:53:dd:a3:e3:3e:86,192.168.0.2,pxeboot.0,Apple-iOS
article-job-317,90:04:39:f4:a4:4d,172.30.0.175,255.255.0.0,172.30.0.1,,corp.local,,21-04-2025 10:00,01:90:04:39:f4:a4:4d,172.30.0.2,boot.wim,Android 13
what-always-256,b6:b2:47:b1:ce:32,10.0.0.70,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",company.local,21-04-2025 21:15,23-04-2025 04:15,01:b6:b2:47:b1:ce:32,10.0.0.2,pxeboot.0,DHCP Client
plan-theory-473,5f:0c:3f:d1:db:b4,172.16.0.122,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",corp.local,15-04-2025 16:18,,01:5f:0c:3f:d1:db:b4,172.16.0.2,,
some-rather-93,,10.0.0.216,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,15-04-2025 18:27,19-04-2025 09:27,01:0b:96:ef:2a:b6:03,10.0.0.2,boot.wim,MS Win 10
while-process-379,7b:f0:ef:58:dd:aa,172.30.0.41,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",internal.org,17-04-2025 01:52,22-04-2025 22:52,,172.30.0.2,pxeboot.0,dhcpcd
agency-paper-865,9a:c4:c8:36:41:9b,192.168.0.156,,192.168.0.1,"64.6.64.6, 64.6.65.6",corp.local,15-04-2025 16:50,21-04-2025 06:50,01:9a:c4:c8:36:41:9b,192.168.0.2,,Apple-Device
my-family-491,76:a0:a5:d9:7b:f1,10.0.0.7,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",company.local,,23-04-2025 04:00,01:76:a0:a5:d9:7b:f1,10.0.0.2,undionly.kpxe,Android-dhcp-13.0.0
gun-often-521,bd:ec:09:56:1b:a9,172.16.0.66,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",internal.org,21-04-2025 09:20,26-04-2025 21:20,01:bd:ec:09:56:1b:a9,172.16.0.2,boot.wim,Android 13
worry-the-470,67:fe:6c:4f:d7:32,10.0.0.25,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",example.com,21-04-2025 05:42,27-04-2025 04:42,01:67:fe:6c:4f:d7:32,10.0.0.2,,Win 5.0
type-full-630,ae:fa:a6:bf:f2:34,192.168.0.236,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",corp.local,,23-04-2025 15:23,01:ae:fa:a6:bf:f2:34,192.168.0.2,undionly.kpxe,Apple Device
here-current-168,c6:44:0b:74:8a:c9,10.0.0.93,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",,15-04-2025 21:05,19-04-2025 23:05,01:c6:44:0b:74:8a:c9,10.0.0.2,boot.wim,Android Device
watch-hotel-431,07:8c:cb:32:bc:21,172.30.0.75,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",corp.local,17-04-2025 11:20,21-04-2025 19:20,01:07:8c:cb:32:bc:21,172.30.0.2,ipxe.efi,udhcp-client
learn-main-523,85:39:90:2e:7f:67,10.0.0.74,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",enterprise.net,16-04-2025 16:48,23-04-2025 06:48,01:85:39:90:2e:7f:67,10.0.0.2,undionly.kpxe,MSFT Windows 10
focus-get-28,09:f3:7f:06:75:84,10.0.0.253,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,19-04-2025 12:02,23-04-2025 00:02,01:09:f3:7f:06:75:84,10.0.0.2,boot.wim,GNU/Linux
like-pattern-100,2c:13:da:5e:11:ea,10.10.10.94,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",corp.local,18-04-2025 06:29,,01:2c:13:da:5e:11:ea,,ipxe.efi,Android-DHCP
huge-so-434,a9:ce:2a:f6:57:ed,10.0.0.76,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",company.local,15-04-2025 17:56,18-04-2025 17:56,01:a9:ce:2a:f6:57:ed,10.0.0.2,pxeboot.0,MSFT Windows 11
nothing-light-204,6f:6c:db:5b:ea:47,192.168.0.141,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",internal.org,,20-04-2025 12:00,01:6f:6c:db:5b:ea:47,192.168.0.2,ipxe.efi,Win 6.0
technology-office-587,ba:bc:b8:69:55:b4,10.0.0.153,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",,16-04-2025 11:38,18-04-2025 13:38,01:ba:bc:b8:69:55:b4,10.0.0.2,undionly.kpxe,Windows 11
the-the-324,e2:47:be:0a:7a:b7,192.168.0.245,255.255.255.0,192.168.0.1,,company.local,19-04-2025 04:01,20-04-2025 23:01,01:e2:47:be:0a:7a:b7,192.168.0.2,undionly.kpxe,DHCP Client
everything-learn-577,db:bb:d0:b7:ab:cc,10.0.0.15,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",company.local,22-04-2025 03:00,26-04-2025 11:00,01:db:bb:d0:b7:ab:cc,10.0.0.2,ipxe.efi,udhcp 1.24.1
agent-think-654,96:fc:f3:fb:c6:e6,10.10.10.207,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",company.local,17-04-2025 03:59,19-04-2025 06:59,01:96:fc:f3:fb:c6:e6,10.10.10.2,bootx64.efi,Linux OS
create-TV-677,c7:9d:f4:39:9e:dc,10.10.10.105,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",company.local,22-04-2025 08:31,26-04-2025 11:31,01:c7:9d:f4:39:9e:dc,10.10.10.2,undionly.kpxe,Linux-dhcp
order-learn-479,16:f5:53:5e:94:2b,172.16.0.237,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",company.local,18-04-2025 07:04,21-04-2025 02:04,01:16:f5:53:5e:94:2b,172.16.0.2,ipxe.efi,udhcp-1.24.1
woman-miss-967,50:be:42:b9:0c:c7,192.168.0.208,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",internal.org,20-04-2025 13:52,21-04-2025 23:52,01:50:be:42:b9:0c:c7,,,Apple-iOS
agency-heavy-61,2f:29:2a:0f:0e:c9,,255.255.255.0,172.16.0.1,"9.9.9.9, 149.112.112.112",company.local,18-04-2025 11:38,24-04-2025 16:38,01:2f:29:2a:0f:0e:c9,172.16.0.2,pxeboot.0,udhcp Client
technology-store-419,9d:49:80:c6:07:d7,10.0.0.37,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",company.local,17-04-2025 19:01,20-04-2025 00:01,01:9d:49:80:c6:07:d7,10.0.0.2,pxeboot.0,Android 13
while-early-179,f6:2a:85:f3:84:f9,10.10.10.72,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",company.local,21-04-2025 20:56,25-04-2025 10:56,01:f6:2a:85:f3:84:f9,10.10.10.2,bootx64.efi,Linux-dhcp
responsibility-identify-879,89:15:ad:4c:71:74,10.0.0.73,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",example.com,17-04-2025 08:14,20-04-2025 00:14,01:89:15:ad:4c:71:74,10.0.0.2,,Android 13
responsibility-couple-284,a8:88:1c:b1:98:f6,172.30.0.116,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",corp.local,20-04-2025 17:08,25-04-2025 01:08,01:a8:88:1c:b1:98:f6,172.30.0.2,bootx64.efi,Android 13
run-team-596,43:80:5e:ae:fa:a6,10.10.10.39,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",internal.org,16-04-2025 19:12,18-04-2025 11:12,01:43:80:5e:ae:fa:a6,10.10.10.2,undionly.kpxe,DHCP-Client
budget-professor-698,37:cd:2e:b0:19:44,192.168.0.243,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,18-04-2025 14:29,25-04-2025 03:29,01:37:cd:2e:b0:19:44,192.168.0.2,pxeboot.0,MSFT Windows 10
maintain-pass-765,fa:6a:a6:29:f8:a2,172.30.0.34,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",corp.local,17-04-2025 10:37,18-04-2025 16:37,01:fa:6a:a6:29:f8:a2,172.30.0.2,undionly.kpxe,Microsoft Windows 5.0
serious-point-410,25:7a:15:2b:59:99,172.30.0.196,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",example.com,20-04-2025 22:23,25-04-2025 01:23,01:25:7a:15:2b:59:99,172.30.0.2,ipxe.efi,udhcp
science-family-914,7c:f0:43:f0:75:05,172.16.0.249,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",example.com,16-04-2025 07:52,19-04-2025 00:52,01:7c:f0:43:f0:75:05,172.16.0.2,ipxe.efi,Microsoft Windows 5.0
us-three-276,38:d5:02:e4:06:4e,172.16.0.158,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",internal.org,21-04-2025 16:19,27-04-2025 20:19,01:38:d5:02:e4:06:4e,172.16.0.2,undionly.kpxe,udhcp
food-beat-604,4f:42:cd:68:55:56,10.10.10.162,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",company.local,19-04-2025 18:54,23-04-2025 20:54,01:4f:42:cd:68:55:56,10.10.10.2,,udhcp
president-team-540,52:08:d9:6c:56:93,10.10.10.102,,10.10.10.1,"9.9.9.9, 149.112.112.112",corp.local,20-04-2025 09:32,25-04-2025 10:32,01:52:08:d9:6c:56:93,,boot.wim,dhcpcd-6.11.5
also-sort-858,1a:ca:81:a6:3c:e6,172.16.0.193,,172.16.0.1,"8.8.8.8, 8.8.4.4",,15-04-2025 20:52,21-04-2025 02:52,01:1a:ca:81:a6:3c:e6,172.16.0.2,,Android 13
miss-surface-734,7d:a0:50:2d:10:20,192.168.0.76,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",example.com,22-04-2025 08:26,24-04-2025 10:26,01:7d:a0:50:2d:10:20,192.168.0.2,boot.wim,Win 10
woman-responsibility-869,53:f5:4e:2b:f4:40,172.16.0.13,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",company.local,21-04-2025 20:45,27-04-2025 17:45,01:53:f5:4e:2b:f4:40,172.16.0.2,ipxe.efi,MS Win 10
population-heavy-93,48:d1:65:92:c2:9b,192.168.0.114,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",example.com,16-04-2025 06:09,20-04-2025 20:09,01:48:d1:65:92:c2:9b,192.168.0.2,pxeboot.0,DHCP-Client
population-stand-58,d8:40:0a:f7:f5:b0,10.10.10.243,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",corp.local,21-04-2025 04:50,26-04-2025 09:50,01:d8:40:0a:f7:f5:b0,10.10.10.2,bootx64.efi,MSFT Windows 10
blue-paper-53,af:a0:47:95:fa:67,192.168.0.174,255.255.255.0,,"1.1.1.1, 1.0.0.1",internal.org,21-04-2025 23:10,,01:af:a0:47:95:fa:67,192.168.0.2,pxeboot.0,udhcp 1.24.1
develop-family-272,e4:2c:59:1a:8a:cb,10.0.0.244,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",company.local,18-04-2025 14:56,25-04-2025 04:56,01:e4:2c:59:1a:8a:cb,10.0.0.2,bootx64.efi,Android-dhcp-13.0.0
choice-pass-40,83:9e:db:42:62:4f,192.168.0.28,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",company.local,17-04-2025 03:08,19-04-2025 09:08,01:83:9e:db:42:62:4f,192.168.0.2,bootx64.efi,Linux OS
responsibility-east-771,fe:c8:52:4b:ae:3c,172.16.0.191,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",internal.org,17-04-2025 21:05,21-04-2025 20:05,01:fe:c8:52:4b:ae:3c,172.16.0.2,undionly.kpxe,Microsoft Windows 5.0
gun-put-346,5a:27:0b:0c:0b:68,172.16.0.251,255.255.255.0,172.16.0.1,,enterprise.net,19-04-2025 12:37,,01:5a:27:0b:0c:0b:68,172.16.0.2,undionly.kpxe,MS Win 10
the-so-833,6e:3b:ea:2d:03:7e,172.30.0.117,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",company.local,22-04-2025 10:57,24-04-2025 13:57,01:6e:3b:ea:2d:03:7e,172.30.0.2,boot.wim,Linux
financial-book-737,2c:05:ec:80:55:ef,172.16.0.59,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",example.com,20-04-2025 11:26,22-04-2025 05:26,01:2c:05:ec:80:55:ef,172.16.0.2,,udhcp-1.24.1
west-article-150,16:89:0b:24:9a:a5,10.10.10.213,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",corp.local,17-04-2025 23:37,19-04-2025 11:37,01:16:89:0b:24:9a:a5,10.10.10.2,,Windows 6.0
meet-modern-965,cd:69:e8:65:09:de,192.168.0.102,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",company.local,,17-04-2025 23:51,01:cd:69:e8:65:09:de,192.168.0.2,ipxe.efi,macOS
west-go-833,cc:b9:f1:ac:cd:bb,192.168.0.91,255.255.255.0,,"8.8.8.8, 8.8.4.4",enterprise.net,18-04-2025 06:15,20-04-2025 23:15,01:cc:b9:f1:ac:cd:bb,192.168.0.2,,MSFT 5.0
reason-boy-785,b4:61:8a:9a:73:2c,10.10.10.4,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",,17-04-2025 03:42,21-04-2025 13:42,01:b4:61:8a:9a:73:2c,10.10.10.2,boot.wim,DHCP-Client
to-thing-803,a8:39:17:04:f8:21,172.16.0.163,255.255.255.0,172.16.0.1,,internal.org,20-04-2025 08:03,21-04-2025 12:03,01:a8:39:17:04:f8:21,172.16.0.2,undionly.kpxe,
side-no-557,75:9d:6b:e0:3b:bb,10.10.10.116,255.255.255.0,10.10.10.1,"9.9.9.9, 149.112.112.112",enterprise.net,21-04-2025 17:48,27-04-2025 06:48,,,bootx64.efi,
save-money-916,6a:13:51:18:65:da,172.16.0.146,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",example.com,16-04-2025 11:07,20-04-2025 22:07,01:6a:13:51:18:65:da,172.16.0.2,bootx64.efi,Android-dhcp-13.0.0
watch-company-450,7c:33:63:0c:43:6a,10.0.0.97,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",company.local,18-04-2025 09:01,22-04-2025 12:01,01:7c:33:63:0c:43:6a,10.0.0.2,,Android-dhcp-13.0.0
while-money-739,0f:ce:90:77:0c:20,172.30.0.123,255.255.0.0,172.30.0.1,,enterprise.net,17-04-2025 12:39,24-04-2025 00:39,01:0f:ce:90:77:0c:20,172.30.0.2,pxeboot.0,Microsoft Windows 10
occur-growth-555,51:9a:cc:dc:96:b3,172.30.0.247,,172.30.0.1,"1.1.1.1, 1.0.0.1",,17-04-2025 08:28,23-04-2025 16:28,01:51:9a:cc:dc:96:b3,172.30.0.2,undionly.kpxe,Windows 6.0
election-work-355,a7:dd:c1:84:98:78,192.168.0.194,,192.168.0.1,"208.67.222.222, 208.67.220.220",example.com,18-04-2025 16:43,23-04-2025 01:43,01:a7:dd:c1:84:98:78,192.168.0.2,,Microsoft Windows 5.0
direction-bag-994,b5:f0:ee:69:c2:0f,10.10.10.126,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",enterprise.net,16-04-2025 15:58,20-04-2025 19:58,01:b5:f0:ee:69:c2:0f,10.10.10.2,boot.wim,udhcp-client
find-couple-724,8b:ce:fb:2b:19:4b,,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",internal.org,,28-04-2025 06:48,01:8b:ce:fb:2b:19:4b,192.168.0.2,pxeboot.0,dhcp-client
fund-gas-930,ea:47:85:2f:38:3f,10.10.10.218,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",corp.local,22-04-2025 06:29,27-04-2025 15:29,01:ea:47:85:2f:38:3f,10.10.10.2,bootx64.efi,udhcp 1.24.1
drug-no-230,52:31:37:cd:2e:b0,10.0.0.218,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",corp.local,15-04-2025 21:43,21-04-2025 21:43,01:52:31:37:cd:2e:b0,10.0.0.2,undionly.kpxe,
really-develop-238,2d:99:44:f9:59:28,10.0.0.168,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",internal.org,16-04-2025 00:34,22-04-2025 23:34,01:2d:99:44:f9:59:28,10.0.0.2,pxeboot.0,DHCP-Client
plan-modern-851,72:b7:ce:90:85:8f,10.0.0.18,,10.0.0.1,"8.8.8.8, 8.8.4.4",company.local,20-04-2025 10:47,25-04-2025 06:47,01:72:b7:ce:90:85:8f,10.0.0.2,pxeboot.0,Linux-dhcp
behind-work-954,98:fe:ea:58:d6:c8,172.16.0.227,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,18-04-2025 02:20,20-04-2025 15:20,01:98:fe:ea:58:d6:c8,172.16.0.2,ipxe.efi,MS Win 11
senior-process-454,d7:be:2a:0a:fb:a1,192.168.0.57,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",company.local,22-04-2025 04:01,27-04-2025 13:01,01:d7:be:2a:0a:fb:a1,192.168.0.2,,udhcp-1.24.1
new-company-573,,10.10.10.130,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",internal.org,18-04-2025 06:47,,01:7c:27:27:8d:1b:99,10.10.10.2,boot.wim,Win 5.0
rather-follow-564,5e:c4:25:92:37:81,172.30.0.171,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",enterprise.net,19-04-2025 18:43,23-04-2025 00:43,01:5e:c4:25:92:37:81,172.30.0.2,boot.wim,udhcp Client
find-develop-688,c2:2f:80:aa:8a:29,192.168.0.239,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",corp.local,21-04-2025 11:34,26-04-2025 11:34,01:c2:2f:80:aa:8a:29,192.168.0.2,,dhcp-client
century-current-768,f2:44:3b:d6:3f:45,10.10.10.124,255.255.255.0,10.10.10.1,"9.9.9.9, 149.112.112.112",internal.org,20-04-2025 02:00,26-04-2025 19:00,01:f2:44:3b:d6:3f:45,10.10.10.2,bootx64.efi,Android Device
focus-cover-199,6c:78:05:90:04:39,10.0.0.49,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,21-04-2025 15:31,27-04-2025 03:31,,10.0.0.2,undionly.kpxe,dhcpcd
nothing-budget-242,52:43:0c:56:9f:63,192.168.0.58,,,"1.1.1.1, 1.0.0.1",enterprise.net,18-04-2025 12:09,22-04-2025 15:09,01:52:43:0c:56:9f:63,192.168.0.2,,Windows 11
particular-store-300,1e:ea:1f:89:1d:cb,192.168.0.27,255.255.255.0,,"1.1.1.1, 1.0.0.1",enterprise.net,20-04-2025 23:31,27-04-2025 16:31,01:1e:ea:1f:89:1d:cb,192.168.0.2,pxeboot.0,GNU/Linux
help-professor-766,df:04:3d:e1:35:91,10.0.0.81,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",company.local,21-04-2025 21:47,27-04-2025 07:47,01:df:04:3d:e1:35:91,10.0.0.2,bootx64.efi,Microsoft Windows 11
election-stand-773,53:a0:c1:0e:3b:45,172.30.0.26,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",,19-04-2025 15:16,,01:53:a0:c1:0e:3b:45,172.30.0.2,,Windows 11
single-kitchen-128,9e:db:42:62:4f:81,192.168.0.95,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",internal.org,17-04-2025 22:39,21-04-2025 02:39,01:9e:db:42:62:4f:81,192.168.0.2,bootx64.efi,MS Win 10
serious-put-120,02:21:86:38:49:89,172.16.0.32,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,18-04-2025 13:36,22-04-2025 15:36,01:02:21:86:38:49:89,172.16.0.2,undionly.kpxe,Android Device
meet-store-107,53:59:d0:d0:e5:59,172.16.0.78,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",,21-04-2025 03:24,26-04-2025 22:24,01:53:59:d0:d0:e5:59,172.16.0.2,undionly.kpxe,Android OS
same-pattern-662,ea:55:cd:cf:7f:3c,172.16.0.84,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,16-04-2025 08:10,,01:ea:55:cd:cf:7f:3c,172.16.0.2,boot.wim,Windows 5.0
main-heavy-688,ad:f1:0f:77:ed:43,192.168.0.107,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",company.local,21-04-2025 16:29,23-04-2025 10:29,01:ad:f1:0f:77:ed:43,192.168.0.2,ipxe.efi,udhcp
student-believe-882,62:10:2d:71:5d:90,10.0.0.144,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",company.local,18-04-2025 09:25,,01:62:10:2d:71:5d:90,10.0.0.2,boot.wim,DHCP-Client
hit-develop-850,3a:26:70:cd:46:bc,172.16.0.211,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",company.local,18-04-2025 20:48,23-04-2025 20:48,01:3a:26:70:cd:46:bc,172.16.0.2,ipxe.efi,Windows 11
although-on-987,2a:b6:03:c1:b1:4b,10.10.10.160,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",corp.local,22-04-2025 04:37,26-04-2025 08:37,,10.10.10.2,bootx64.efi,iOS Device
visit-no-679,,,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",internal.org,17-04-2025 12:22,20-04-2025 21:22,,172.16.0.2,,Win 6.0
month-few-543,a0:71:7f:2b:18:fa,172.30.0.181,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",enterprise.net,17-04-2025 04:34,23-04-2025 14:34,01:a0:71:7f:2b:18:fa,172.30.0.2,undionly.kpxe,udhcp-1.24.1
food-believe-661,13:43:98:47:ea:b8,10.10.10.138,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",example.com,20-04-2025 03:44,27-04-2025 03:44,01:13:43:98:47:ea:b8,10.10.10.2,pxeboot.0,udhcp-client
article-always-721,ff:ad:42:bb:72:d9,192.168.0.187,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",example.com,20-04-2025 18:52,23-04-2025 02:52,01:ff:ad:42:bb:72:d9,192.168.0.2,,iOS Device
student-beat-268,c7:78:b9:c6:94:fa,,255.255.255.0,10.10.10.1,,example.com,20-04-2025 14:01,26-04-2025 22:01,01:c7:78:b9:c6:94:fa,10.10.10.2,pxeboot.0,GNU/Linux
budget-century-595,5b:7c:f0:43:f0:75,172.30.0.207,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",company.local,20-04-2025 02:44,,01:5b:7c:f0:43:f0:75,172.30.0.2,undionly.kpxe,Linux-dhcp
decision-political-805,4b:27:99:07:ae:d1,,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",,16-04-2025 10:05,18-04-2025 19:05,01:4b:27:99:07:ae:d1,172.16.0.2,undionly.kpxe,Win 11
blue-staff-937,42:0e:2c:11:c8:e3,172.30.0.130,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",example.com,19-04-2025 12:54,22-04-2025 03:54,01:42:0e:2c:11:c8:e3,172.30.0.2,ipxe.efi,MSFT Windows 11
order-contain-137,9e:7b:1a:b2:96:12,,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,18-04-2025 11:59,19-04-2025 17:59,01:9e:7b:1a:b2:96:12,192.168.0.2,boot.wim,Microsoft Windows 5.0
rather-rather-979,21:c9:b2:c8:2b:2e,10.0.0.224,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,20-04-2025 03:56,26-04-2025 20:56,01:21:c9:b2:c8:2b:2e,10.0.0.2,pxeboot.0,Microsoft Windows 5.0
blue-glass-29,88:43:03:41:c1:06,10.0.0.240,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",company.local,20-04-2025 14:12,23-04-2025 03:12,01:88:43:03:41:c1:06,10.0.0.2,boot.wim,Android 13
drug-company-650,65:6d:d3:30:da:64,172.16.0.100,255.255.255.0,172.16.0.1,"9.9.9.9, 149.112.112.112",example.com,21-04-2025 11:18,28-04-2025 00:18,01:65:6d:d3:30:da:64,172.16.0.2,undionly.kpxe,udhcp-client
article-behind-864,b6:c5:e4:63:fd:be,192.168.0.215,255.255.255.0,,"208.67.222.222, 208.67.220.220",company.local,22-04-2025 14:24,,01:b6:c5:e4:63:fd:be,192.168.0.2,boot.wim,Android OS
drug-team-140,9b:15:50:3c:46:4e,10.10.10.161,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",corp.local,20-04-2025 17:03,26-04-2025 05:03,01:9b:15:50:3c:46:4e,10.10.10.2,,Win 6.0
drug-so-172,54:c8:45:60:53:07,,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",corp.local,15-04-2025 22:08,17-04-2025 08:08,01:54:c8:45:60:53:07,192.168.0.2,boot.wim,Android-dhcp-13.0.0
